SkillId,Skill_US,IsSpecialized,IsSoftware,IsBaseline,IsLanguage,IsActive,SkillCluster,SkillClusterFamily
270,Financial Risk Monitoring,1,0,0,0,1,na,na
271,Computerized Provider Order Entry (CPOE),1,0,0,0,1,Medical Records,Health Care
272,Employee Conflict Resolution,1,0,0,0,1,na,na
273,Pathogenic Bacteria,1,0,0,0,1,na,na
274,Cardiac Electrophysiology,1,0,0,0,1,na,na
275,Genetic Algorithms,1,0,0,0,1,na,na
276,Medical Record Taking,1,0,0,0,1,Medical Records,Health Care
277,Water Injection,1,0,0,0,1,na,na
278,Real Estate Statement Preparation,1,0,0,0,1,na,na
279,Aster Data Systems,1,1,0,0,1,Data Warehousing,Information Technology
280,Multipurpose Tractors,1,0,0,0,1,na,na
281,Compression Fracture,1,0,0,0,1,na,na
282,Treadmill Test,1,0,0,0,1,na,na
283,Immunopathology,1,0,0,0,1,na,na
284,Multi-Engine Land,1,0,0,0,1,na,na
285,Armed Experience,1,0,0,0,1,na,na
286,Planimeters,1,0,0,0,1,na,na
287,Tylosis,1,0,0,0,1,na,na
288,Supply Chain Costs,1,0,0,0,1,Supply Chain Management,Supply Chain and Logistics
289,Carbon Footprint Reduction,1,0,0,0,1,na,na
290,Geophysics,1,0,0,0,1,Petroleum Science,Energy and Utilities
291,Sleep Apnea,1,0,0,0,1,na,na
292,Conduit Running,1,0,0,0,1,Conduits,Architecture and Construction
293,ACL Surgery,1,0,0,0,1,na,na
294,Dental Impressions,1,0,0,0,1,Dental Care,Health Care
295,Climate Change Analysis,1,0,0,0,1,na,na
296,Subclinical,1,0,0,0,1,na,na
297,Environmental Restoration Planning,1,0,0,0,1,na,na
298,Schizoaffective Disorder,1,0,0,0,1,na,na
299,Round Liner Needles,1,0,0,0,1,na,na
300,Data Warehousing,1,0,0,0,1,Data Warehousing,Information Technology
301,Pulmonary Conditions,1,0,0,0,1,na,na
302,Rotary Cylindrical Dryers,1,0,0,0,1,na,na
303,Enterprise Messaging,1,0,0,0,1,Business Communications,Business
304,Machinery Cleaning,1,0,0,0,1,Machinery,Manufacturing and Production
305,Geothermal Production Management,1,0,0,0,1,na,na
306,ISO 10006,1,0,0,0,1,na,na
307,Basic Research,1,0,0,0,1,Research Methodology,Science and Research
308,Interaction with Patients / Medical Personnel,1,0,0,0,1,Basic Patient Care,Health Care
309,Request for Patient Care Completion,1,0,0,0,1,na,na
310,Tension Machines,1,0,0,0,1,na,na
311,Liver Cancer knowledge,1,0,0,0,1,na,na
312,Port Operations,1,0,0,0,1,na,na
313,Handheld Digital Thermometers,1,0,0,0,1,na,na
314,Splunk,1,1,0,0,1,Big Data,Information Technology
315,Pipe Cutters,1,0,0,0,1,Plumbing,"Maintenance, Repair, and Installation"
316,Report Writing,1,0,0,0,1,Writing,Media and Writing
317,Chromosome Analysis,1,0,0,0,1,na,na
318,Buck Saws,1,0,0,0,1,na,na
319,Current Meters,1,0,0,0,1,na,na
320,Supply Chain Realignment,1,0,0,0,1,na,na
321,Red Hat Linux,1,1,0,0,1,Operating Systems,Information Technology
322,Mannitol,1,0,0,0,1,na,na
323,Chest Pain Diagnosis / Treatment,1,0,0,0,1,Cardiology,Health Care
324,Squeeze Cementing,1,0,0,0,1,na,na
325,Supply Chain Manufacturing,1,0,0,0,1,na,na
326,Tropical Disease,1,0,0,0,1,na,na
327,Variance Explanation,1,0,0,0,1,Financial Analysis,Finance
328,Myocarditis,1,0,0,0,1,na,na
329,Illness Extent Assessment,1,0,0,0,1,na,na
330,Biosample Analysis,1,0,0,0,1,na,na
331,Mobile Intensive Care Unit Driving,1,0,0,0,1,na,na
332,Plows,1,0,0,0,1,Heavy Equipment,"Maintenance, Repair, and Installation"
333,Water Resource Protection,1,0,0,0,1,na,na
334,Teen Health,1,0,0,0,1,na,na
335,Neuronal Circuitry,1,0,0,0,1,na,na
336,Chemical Structures Databases,1,0,0,0,1,na,na
337,Bookkeeping,1,0,0,0,1,General Accounting,Finance
338,Signal Generators,1,0,0,0,1,Signal Processing,Engineering
339,NVivo,1,1,0,0,1,na,na
340,Speed Square,1,0,0,0,1,na,na
341,CORAL 66,1,0,0,0,1,na,na
342,Brush Painting,1,0,0,0,1,na,na
343,Low Cost Country Sourcing,1,0,0,0,1,na,na
344,Web 2.0,1,0,0,0,1,Web Development,Information Technology
345,Tumor Suppressor Genes,1,0,0,0,1,na,na
346,Clamp Sticks,1,0,0,0,1,na,na
347,Gene Expression Control,1,0,0,0,1,na,na
348,Language Testing,1,0,0,0,1,Education Administration,Education and Training
349,Solar Products,1,0,0,0,1,Solar Energy,Energy and Utilities
350,Community-Based Distribution,1,0,0,0,1,na,na
351,Grievance Procedures,1,0,0,0,1,Employee Relations,Human Resources
352,Groundwater Evaluation,1,0,0,0,1,na,na
353,Customer Service Operating Process Documentation,1,0,0,0,1,na,na
354,Solar Energy System Development,1,0,0,0,1,na,na
355,EditCNC Software,1,1,0,0,1,na,na
356,Micro-Milling,1,0,0,0,1,na,na
357,Green Communities,1,0,0,0,1,na,na
358,Retropubic Prostatectomy,1,0,0,0,1,na,na
359,Basic Finishing Tools,1,0,0,0,1,na,na
360,Community Reintegration,1,0,0,0,1,Rehabilitation,Health Care
361,Scheduling,1,0,0,0,1,Scheduling,Administration
362,MRSA,1,0,0,0,1,na,na
363,Rapid Prototyping,1,0,0,0,1,Product Development,Manufacturing and Production
364,Heimlich Maneuver,1,0,0,0,1,na,na
365,Cytotoxic,1,0,0,0,1,Pharmacy,Health Care
366,Zinc Quarrying,1,0,0,0,1,na,na
367,Supply Chain Management,1,0,0,0,1,Supply Chain Management,Supply Chain and Logistics
368,Medical Care Prescription,1,0,0,0,1,na,na
370,Procurement Proposals,1,0,0,0,1,na,na
372,Nasogastric,1,0,0,0,1,General Medical Tests and Procedures,Health Care
373,Precipitous Delivery,1,0,0,0,1,na,na
374,Renal Dialysis,1,0,0,0,1,Nephrology,Health Care
375,Environmental Trend Identification,1,0,0,0,1,na,na
376,Suturing Wounds,1,0,0,0,1,na,na
377,Aromatherapy,1,0,0,0,1,na,na
378,Revenue Recognition,1,0,0,0,1,Financial Accounting,Finance
379,Financial Data Services,1,0,0,0,1,Financial Services Industry Knowledge,Industry Knowledge
380,Intergenerational Wealth Transfer,1,0,0,0,1,na,na
381,Six-Sigma for Supply Chain Personnel,1,0,0,0,1,na,na
382,Niobium Mining,1,0,0,0,1,na,na
383,Arteriography,1,0,0,0,1,na,na
384,Raw Materials Purchasing,1,0,0,0,1,na,na
385,Bioassay Design,1,0,0,0,1,na,na
386,Corporate Forecasting,1,0,0,0,1,na,na
387,Assay Validation Evaluation,1,0,0,0,1,na,na
389,Proband,1,0,0,0,1,na,na
390,DIACAP Implementation Plan,1,0,0,0,1,na,na
391,Online Copy,1,0,0,0,1,Writing,Media and Writing
392,Popliteal,1,0,0,0,1,na,na
393,Query Master,1,0,0,0,1,na,na
394,Athlete Observation,1,0,0,0,1,na,na
396,Genetic Diseases Treatment,1,0,0,0,1,na,na
397,Cash Flow Management,1,0,0,0,1,Financial Analysis,Finance
398,Patient Training,1,0,0,0,1,Rehab Therapy,Health Care
399,Black Iron Design,1,0,0,0,1,na,na
400,Benefits Program Administration,1,0,0,0,1,na,na
401,Decision Analysis,1,0,0,0,1,Business Strategy,Business
402,Wind Validation Studies,1,0,0,0,1,na,na
403,Air Quality Standards,1,0,0,0,1,na,na
404,PC Installation,1,0,0,0,1,Technical Support,Information Technology
405,Laboratory Procedures,1,0,0,0,1,Laboratory Research,Science and Research
406,Parasomnia,1,0,0,0,1,na,na
407,Encephalitis,1,0,0,0,1,na,na
408,Chemoembolization,1,0,0,0,1,na,na
409,Bed Pan Emptying,1,0,0,0,1,na,na
410,Procedure Formulation,1,0,0,0,1,na,na
411,Greenhouse Gas,1,0,0,0,1,Air Quality,Environment
412,Water Heater Repair,1,0,0,0,1,na,na
413,Hazardous Waste Material Preparation,1,0,0,0,1,na,na
414,Progressive Care Unit (PCU) Experience,1,0,0,0,1,Emergency and Intensive Care,Health Care
415,Towing Vehicles,1,0,0,0,1,na,na
416,Automated External Defibrillator,1,0,0,0,1,Emergency and Intensive Care,Health Care
417,Lodge Sales,1,0,0,0,1,na,na
418,Mouth Surgery,1,0,0,0,1,na,na
419,Central Lines,1,0,0,0,1,na,na
420,Environmental Treatment,1,0,0,0,1,na,na
421,Microsoft Word,0,1,1,0,1,Microsoft Office and Productivity Tools,Information Technology
422,Fissure,1,0,0,0,1,na,na
423,Safe Sex,1,0,0,0,1,na,na
424,Cell Manipulation,1,0,0,0,1,na,na
425,Reporter Molecule Conjugation,1,0,0,0,1,na,na
426,Therapy,1,0,0,0,1,Rehab Therapy,Health Care
427,Radioisotopes,1,0,0,0,1,Radiology,Health Care
428,Aleve,1,0,0,0,1,na,na
429,Surface Medicine,1,0,0,0,1,na,na
430,Customer Payment Research,1,0,0,0,1,na,na
431,Global Supply Chain Management,1,0,0,0,1,na,na
432,Local Electrical Codes,1,0,0,0,1,Basic Electrical Systems,"Maintenance, Repair, and Installation"
433,Market Analysis,1,0,0,0,1,Market Analysis,Marketing and Public Relations
434,Heart Attack Diagnosis / Treatment,1,0,0,0,1,na,na
435,Detector Tubes,1,0,0,0,1,na,na
436,Child CPR,1,0,0,0,1,na,na
437,Operating Expense Trends,1,0,0,0,1,na,na
438,Asset Consolidation,1,0,0,0,1,na,na
439,Peripheral Vascular Disease knowledge,1,0,0,0,1,na,na
440,Preclinical Study,1,0,0,0,1,na,na
441,Confectionery Industry Knowledge,1,0,0,0,1,Food and Beverage Industry Knowledge,Industry Knowledge
442,Carrier Development,1,0,0,0,1,na,na
443,Liquidity Management,1,0,0,0,1,Financial Analysis,Finance
444,Hydrotherapy,1,0,0,0,1,Alternative Therapy,Health Care
445,3Com Routers,1,0,0,0,1,na,na
446,Academic Advisement,1,0,0,0,1,Higher Education,Education and Training
447,Structural Failure Analysis,1,0,0,0,1,Civil and Architectural Engineering,Engineering
448,Traffic Operation Analysis,1,0,0,0,1,na,na
449,Fluids Environmental Services,1,0,0,0,1,na,na
450,Tin Extraction,1,0,0,0,1,na,na
451,Youth Justice Board,1,0,0,0,1,na,na
452,Biosample Collection,1,0,0,0,1,na,na
453,Occupational Health and Safety,1,0,0,0,1,Occupational Health and Safety,Human Resources
454,Victim Reception Arrangement,1,0,0,0,1,na,na
455,Employee Relations,1,0,0,0,1,Employee Relations,Human Resources
456,Bulimia Diagnosis / Treatment,1,0,0,0,1,na,na
457,Cargo Security,1,0,0,0,1,na,na
458,Bank Compliance,1,0,0,0,1,Regulation and Law Compliance,Legal
459,TOPS-10,1,0,0,0,1,na,na
460,Machine Tools,1,0,0,0,1,Machine Tools,Manufacturing and Production
461,Low Carbon Projects,1,0,0,0,1,na,na
462,Truth in Negotiations Act (TINA),1,0,0,0,1,na,na
463,Basic Care Services,1,0,0,0,1,Medical Support,Health Care
464,Biomass Feedstock Quality Assessment,1,0,0,0,1,na,na
465,Polyvinyl Chloride Pvc Bender,1,0,0,0,1,na,na
466,Nutritional Support,1,0,0,0,1,General Medical Tests and Procedures,Health Care
467,Contractile Properties of Cardiac Cells,1,0,0,0,1,na,na
468,Data Manipulation,1,0,0,0,1,Data Techniques,Analysis
469,Retrovirus,1,0,0,0,1,na,na
470,Symptoms Recording,1,0,0,0,1,na,na
471,Socrates Contractors Library,1,0,0,0,1,na,na
472,Resolving Pricing Problems,1,0,0,0,1,na,na
473,Vendor Managed Inventory (VMI),1,0,0,0,1,Inventory Management,Supply Chain and Logistics
474,Data Analysis,1,0,0,0,1,Data Analysis,Analysis
475,Several Genome Analytical Methods,1,0,0,0,1,na,na
476,Online Student Finance Applications,1,1,0,0,1,na,na
478,Cable Pulling,1,0,0,0,1,Equipment Repair and Maintenance,"Maintenance, Repair, and Installation"
479,Medical Science,1,0,0,0,1,Medical Research,Health Care
481,Yoga,1,0,0,0,1,Exercise Training,Education and Training
482,Training Policy,1,0,0,0,1,Training Programs,Education and Training
483,Audit Scheduling,1,0,0,0,1,na,na
484,Solar Contractor,1,0,0,0,1,na,na
485,Student Learning Outcomes,1,0,0,0,1,Education Administration,Education and Training
486,Business Tourism,1,0,0,0,1,na,na
487,Low Voltage Electrical Work,1,0,0,0,1,na,na
488,Breast Surgery,1,0,0,0,1,na,na
489,Oracle Fusion,1,1,0,0,1,Enterprise Resource Planning (ERP),Information Technology
490,Candidiasis,1,0,0,0,1,na,na
491,Nailing,1,0,0,0,1,na,na
492,Public Law,1,0,0,0,1,na,na
493,Test Result Summary,1,0,0,0,1,na,na
494,National Service Frameworks,1,0,0,0,1,na,na
495,IEC 61508,1,1,0,0,1,na,na
496,Wind Energy Industry Knowledge,1,0,0,0,1,Utilities Industry Knowledge,Industry Knowledge
